phase,step,agent,avg_episode_len,avg_return,policy_loss,value_loss,entropy,elapsed_s
1,210,shooter,49.15625,25.542187499999986,-0.19934538006782532,0.18783245980739594,2.2249813079833984,388.17775535583496
1,220,shooter,44.625,25.767187499999988,-0.036807917058467865,0.3307316303253174,2.2324674129486084,403.1669125556946
1,230,shooter,47.3125,25.634374999999988,-0.07876671850681305,0.22613093256950378,2.323375940322876,417.5441892147064
1,240,shooter,46.9375,25.65312499999999,-0.009148112498223782,0.29094797372817993,2.3890573978424072,432.3967111110687
1,250,shooter,47.40625,25.62968749999999,-0.05682091414928436,0.24025849997997284,2.1444435119628906,447.6768672466278
1,260,shooter,48.25,25.587499999999984,0.025631330907344818,0.6472046971321106,1.8527071475982666,463.06482315063477
1,270,shooter,48.875,25.556249999999988,-0.5000439882278442,0.5351230502128601,2.0406124591827393,477.6001923084259
1,280,shooter,49.34375,25.532812499999984,-0.31403931975364685,0.3776128888130188,2.577165126800537,492.2055413722992
1,290,shooter,49.53125,25.523437499999986,0.027148790657520294,0.16360676288604736,1.968172311782837,506.47655487060547
1,300,shooter,51.71875,25.414062499999986,0.09606477618217468,0.3710542619228363,2.2306110858917236,521.3324601650238
2p,1,placer,5,52.575,-0.0072520459070801735,0.06263375282287598,4.815090179443359,527.83788895607
2p,10,placer,5,55.428125,-0.0035300597082823515,0.11572592705488205,4.805667400360107,590.0170195102692
2p,20,placer,5,53.334375,-0.010651207529008389,0.04870308190584183,4.734823703765869,668.7707540988922
2p,30,placer,5,54.099999999999994,-0.011742773465812206,0.03331570699810982,4.579720973968506,747.9846739768982
2p,40,placer,5,55.759375,-0.008709526620805264,0.049429502338171005,4.607016086578369,826.2919991016388
2p,50,placer,5,55.865625,-0.009208008646965027,0.043689608573913574,4.598107814788818,901.4643876552582
2p,60,placer,5,56.184375,-0.004027634859085083,0.0464792437851429,4.621821880340576,972.0064520835876
2p,70,placer,5,56.456250000000004,-0.009080919437110424,0.03501191362738609,4.571971416473389,1043.3355221748352
2p,80,placer,5,55.5375,-0.009326444938778877,0.0536821149289608,4.654324531555176,1124.8589301109314
2s,1,shooter,49.125,25.54374999999999,-0.5713909268379211,0.21188898384571075,2.345635414123535,1126.6802701950073
2s,10,shooter,48.4375,25.578124999999986,-0.3108334541320801,0.3023936450481415,1.9483894109725952,1140.3528537750244
2s,20,shooter,48.375,25.58124999999999,-0.12177956104278564,0.888870120048523,2.891664505004883,1155.1792306900024
2s,30,shooter,50.40625,25.478124999999984,0.021555578336119652,0.44418635964393616,2.001857280731201,1170.005880355835
2s,40,shooter,46.8125,25.659374999999986,-0.06060514971613884,0.29002153873443604,1.8288993835449219,1185.2926824092865
2s,50,shooter,47.625,25.618749999999984,0.06311147660017014,0.29468363523483276,1.975423812866211,1200.5538897514343
2s,60,shooter,49.8125,25.509374999999984,-0.0008152291411533952,0.2739024758338928,2.0908000469207764,1216.0632593631744
2s,70,shooter,45.6875,25.71562499999999,0.022147230803966522,0.3428957462310791,2.397693634033203,1231.3466413021088
2s,80,shooter,45.375,25.73124999999999,0.04370906576514244,0.3168606460094452,2.1791181564331055,1246.3665351867676
2p,10001,placer,5,51.675,-0.005481054075062275,0.08768516033887863,4.629020690917969,1255.7831661701202
2p,10010,placer,5,52.0625,-0.016971126198768616,0.04512285068631172,4.628238677978516,1340.6599173545837
2p,10020,placer,5,53.746875,-0.006922987289726734,0.03312944620847702,4.56352424621582,1438.4643688201904
2p,10030,placer,5,53.056250000000006,-0.019006600603461266,0.04736221954226494,4.595086097717285,1535.0339586734772
2p,10040,placer,5,54.506249999999994,-0.011687139049172401,0.04535309597849846,4.527694225311279,1634.658369064331
2p,10050,placer,5,54.9875,-0.005077791400253773,0.046266864985227585,4.378819942474365,1731.6126494407654
2p,10060,placer,5,53.0125,-0.008579188957810402,0.04089633375406265,4.623952388763428,1830.9573984146118
2p,10070,placer,5,52.315625,-0.006450599525123835,0.04687400534749031,4.625818729400635,1926.9249217510223
2p,10080,placer,5,54.665625,0.00043251068564131856,0.030443644151091576,4.117509841918945,2030.1603701114655
2s,10001,shooter,49.90625,25.504687499999985,-0.16182322800159454,0.46095430850982666,2.07183837890625,2032.000747680664
2s,10010,shooter,46.21875,25.68906249999999,-0.1026596948504448,0.3262924551963806,1.9505412578582764,2045.7349967956543
2s,10020,shooter,50.09375,25.495312499999983,-0.10642224550247192,0.3041132390499115,1.7985920906066895,2061.244455099106
2s,10030,shooter,48.71875,25.564062499999984,-0.02354777604341507,0.40481120347976685,1.9879120588302612,2076.6375448703766
2s,10040,shooter,46.6875,25.665624999999988,-0.13212598860263824,0.29498809576034546,2.010193347930908,2091.733585834503
2s,10050,shooter,47.5625,25.62187499999999,-0.0065151103772223,0.20737509429454803,1.4749562740325928,2106.861604452133
2s,10060,shooter,47.03125,25.648437499999986,-0.04494428262114525,0.270734041929245,1.7671012878417969,2122.086942911148
2s,10070,shooter,46.75,25.662499999999987,-0.0647570788860321,0.38267824053764343,1.723253846168518,2136.938017129898
2s,10080,shooter,48.125,25.593749999999986,-0.3955079913139343,0.20232394337654114,2.5671091079711914,2152.430166244507
2p,20001,placer,5,53.715625,-0.021564556285738945,0.034617435187101364,4.071609020233154,2164.001174211502
2p,20010,placer,5,53.259375,-0.03364432230591774,0.047810960561037064,3.9258549213409424,2265.6311604976654
2p,20020,placer,5,53.878125,-0.007765257265418768,0.04457865282893181,4.223077774047852,2382.057849407196
2p,20030,placer,5,54.665625,-0.012497386895120144,0.029337376356124878,4.034963130950928,2498.423933982849
2p,20040,placer,5,52.746875,-0.008814984932541847,0.032581400126218796,4.264873027801514,2611.432703256607
2p,20050,placer,5,52.64375,-0.0013872027629986405,0.04004932567477226,4.122406482696533,2723.590744972229
2p,20060,placer,5,53.046875,-0.01267840713262558,0.026362484320998192,4.11733865737915,2837.7571411132812
2p,20070,placer,5,53.609375,-0.00694348243996501,0.033958762884140015,4.011714458465576,2956.9891288280487
2p,20080,placer,5,53.909375,-0.027129245921969414,0.026652449741959572,3.8826091289520264,3073.315752506256
2s,20001,shooter,49.40625,25.529687499999987,0.012972084805369377,0.33747461438179016,1.6699233055114746,3075.0242455005646
2s,20010,shooter,46.21875,25.689062499999988,-0.11196698248386383,0.26279783248901367,1.9731910228729248,3088.741946220398
2s,20020,shooter,48.09375,25.595312499999984,-0.16121141612529755,0.5190576314926147,1.8101457357406616,3103.790552854538
2s,20030,shooter,47.46875,25.626562499999984,-0.10633514821529388,0.1581549495458603,1.9139981269836426,3118.6142632961273
2s,20040,shooter,48.46875,25.576562499999987,-0.006278451532125473,0.3259505033493042,1.3879542350769043,3133.8638586997986
2s,20050,shooter,47.3125,25.634374999999984,0.03670971840620041,0.25551673769950867,1.8700108528137207,3148.8438844680786
2s,20060,shooter,44.21875,25.78906249999999,0.0785960853099823,0.27054402232170105,1.8310269117355347,3163.5752840042114
2s,20070,shooter,48.5625,25.571874999999984,-0.03811338543891907,0.13775964081287384,2.256072998046875,3178.2882931232452
2s,20080,shooter,49.40625,25.529687499999987,0.003623448545113206,0.46466073393821716,1.8917163610458374,3193.195769071579
2p,30001,placer,5,52.7,-0.003770798444747925,0.031124204397201538,3.9197757244110107,3204.429414987564
2p,30010,placer,5,51.725,-0.011810483410954475,0.02062361314892769,4.245663642883301,3303.0907065868378
2p,30020,placer,5,50.85312499999999,-0.012252098880708218,0.0412287712097168,4.225637912750244,3413.196547269821
2p,30030,placer,5,51.0625,-0.006281641311943531,0.030266687273979187,4.485934734344482,3522.5293889045715
2p,30040,placer,5,52.25625,-0.008661272935569286,0.02855968475341797,4.4161787033081055,3629.89000749588
2p,30050,placer,5,50.884375,-0.010823637247085571,0.045029379427433014,4.403313159942627,3740.1798408031464
2p,30060,placer,5,52.056250000000006,-0.012146196328103542,0.03441515564918518,4.18641471862793,3851.49204993248
2p,30070,placer,5,52.75,-0.017081696540117264,0.04057834669947624,4.145484924316406,3962.7769858837128
2p,30080,placer,5,52.50625,-0.020393168553709984,0.05366232991218567,4.191526889801025,4072.80525970459
2s,30001,shooter,45.5625,25.721874999999983,-0.0843568667769432,0.3758431077003479,1.666252613067627,4074.3690869808197
2s,30010,shooter,47.65625,25.617187499999986,0.04016394913196564,0.2362891435623169,1.7971512079238892,4087.265602350235
2s,30020,shooter,47.75,25.612499999999986,0.02114856243133545,0.30835315585136414,1.8612701892852783,4101.706043720245
2s,30030,shooter,48.71875,25.564062499999984,0.13338547945022583,0.4291103184223175,1.815897822380066,4115.880252122879
2s,30040,shooter,46.375,25.679687499999986,-0.052735745906829834,0.31354403495788574,1.8079524040222168,4130.106380701065
2s,30050,shooter,47.65625,25.61718749999999,-0.043929506093263626,0.29961442947387695,1.70442533493042,4144.6768090724945
2s,30060,shooter,47.375,25.631249999999987,-0.029358653351664543,0.2604166865348816,1.7596383094787598,4159.217438459396
2s,30070,shooter,47.71875,25.61406249999999,-0.09373077750205994,0.2745550572872162,1.887559175491333,4173.922255754471
2s,30080,shooter,48.875,25.556249999999984,-0.31689319014549255,0.30172643065452576,1.6876178979873657,4188.383819580078
2p,40001,placer,5,51.0875,-0.013621312566101551,0.028069470077753067,4.220146179199219,4198.438738584518
2p,40010,placer,5,51.503125,-0.013539493083953857,0.03574903681874275,4.491134166717529,4294.492141962051
2p,40020,placer,5,51.390625,-0.01205283123999834,0.02457486279308796,4.318204402923584,4400.7855615615845
2p,40030,placer,5,50.3875,-0.0058119832538068295,0.0348115973174572,4.3249688148498535,4510.393451690674
2p,40040,placer,5,50.059375,-0.021880552172660828,0.06275779008865356,4.455151081085205,4619.037980556488
2p,40050,placer,5,51.309374999999996,-0.006077670957893133,0.02899422124028206,4.379280090332031,4728.966519117355
2p,40060,placer,5,51.359375,-0.014076408930122852,0.03584563732147217,4.2954936027526855,4835.6026294231415
2p,40070,placer,5,49.5,-0.013927248306572437,0.031704116612672806,4.514681339263916,4946.395703077316
2p,40080,placer,5,52.28125,-0.015015482902526855,0.03375055268406868,4.416803359985352,5056.566053152084
2s,40001,shooter,45.9375,25.69999999999999,0.00353763485327363,0.26837655901908875,1.6728484630584717,5058.196478366852
2s,40010,shooter,48.34375,25.582812499999985,-0.029437320306897163,0.1935122311115265,1.2717866897583008,5071.137939453125
2s,40020,shooter,47.875,25.606249999999985,-0.09926415979862213,0.1789529025554657,1.6277844905853271,5085.951861858368
2s,40030,shooter,50.1875,25.490624999999987,-0.12211184203624725,0.1794818937778473,1.8232471942901611,5100.413138151169
2s,40040,shooter,47.15625,25.642187499999984,-0.09426678717136383,0.27979496121406555,1.6861050128936768,5115.122690677643
2s,40050,shooter,50.6875,25.46562499999998,-0.04079263284802437,0.3194233775138855,1.9915707111358643,5129.756444692612
2s,40060,shooter,47.09375,25.64531249999999,-0.09867611527442932,0.26393041014671326,1.9112441539764404,5144.625455379486
2s,40070,shooter,46.4375,25.678124999999987,0.09456801414489746,0.29454895853996277,1.848542332649231,5159.023617744446
2s,40080,shooter,49.65625,25.517187499999984,0.06592712551355362,0.22406816482543945,1.6945369243621826,5173.875837802887
2p,50001,placer,5,51.0,-0.009323003701865673,0.04176795482635498,4.407054901123047,5184.114012479782
2p,50010,placer,5,51.28125,-0.010565976612269878,0.039337657392024994,4.385704040527344,5283.094799280167
2p,50020,placer,5,50.43750000000001,-0.013757424429059029,0.03367532417178154,4.182418346405029,5394.603976488113
2p,50030,placer,5,49.675,-0.013656998053193092,0.04013294726610184,4.419112682342529,5503.110451936722
2p,50040,placer,5,51.650000000000006,-0.01058944221585989,0.02605007030069828,4.183511257171631,5613.670202255249
2p,50050,placer,5,52.706250000000004,-0.016537243500351906,0.03517395630478859,4.223562717437744,5721.9849445819855
2p,50060,placer,5,51.0,-0.013075192458927631,0.040436774492263794,4.152535438537598,5834.406817436218
2p,50070,placer,5,52.08125,-0.01946352981030941,0.039000071585178375,4.346670627593994,5944.279141664505
2p,50080,placer,5,51.5625,-0.02140067331492901,0.03288191184401512,4.336431980133057,6053.929907083511
2s,50001,shooter,47.4375,25.628124999999986,0.021556459367275238,0.20603908598423004,1.788307547569275,6055.618461847305
2s,50010,shooter,48.78125,25.560937499999987,0.43347257375717163,0.15947960317134857,1.4078820943832397,6068.7187757492065
2s,50020,shooter,46.4375,25.678124999999987,-0.040578894317150116,0.21450574696063995,1.7238385677337646,6083.264648199081
2s,50030,shooter,46.90625,25.654687499999987,-0.040425170212984085,0.46161743998527527,1.7875416278839111,6097.889056444168
2s,50040,shooter,46.875,25.656249999999986,-0.10997781902551651,0.21174606680870056,2.0857768058776855,6112.255241632462
2s,50050,shooter,47.9375,25.603124999999988,0.027732068672776222,0.3433944284915924,2.0386414527893066,6126.767458438873
2s,50060,shooter,47.0,25.649999999999984,0.012990016490221024,0.23956294357776642,1.9938554763793945,6141.255017757416
2s,50070,shooter,46.21875,25.689062499999988,-0.06060447171330452,0.22286856174468994,1.6807514429092407,6155.894302368164
2s,50080,shooter,48.8125,25.559374999999985,0.048374272882938385,0.14312680065631866,2.0787696838378906,6170.374393463135
